PID,BlockName,ReactionTime,ReactionTimeLog,Feature,ElemNum,SpatialPattern,IsCorrect,TrialNum,TargetRegion,CenterOrPeriph,Target2CenterDis
6,Hue_12_Random,517.0,2.7134905430939424,Hue,12,Random,yes,3,4,Center,0.2914729021027182
6,Hue_12_Random,446.0,2.649334858712142,Hue,12,Random,yes,8,1,Center,0.15919362734342732
6,Hue_12_Random,575.0,2.7596678446896306,Hue,12,Random,yes,2,5,Periphery,0.5038905529284967
6,Hue_12_Random,584.0,2.7664128471123997,Hue,12,Random,yes,10,6,Periphery,0.3536048333611076
6,Hue_12_Random,817.0,2.9122220565324155,Hue,12,Random,yes,15,2,Center,0.1238600518732325
6,Hue_12_Random,550.0,2.7403626894942437,Hue,12,Random,yes,1,8,Periphery,0.5842376047685275
6,Hue_12_Random,624.0,2.795184589682424,Hue,12,Random,yes,5,4,Center,0.27191409687691037
6,Hue_12_Random,491.0,2.6910814921229687,Hue,12,Random,yes,14,5,Periphery,0.4856520726398047
6,Hue_12_Random,584.0,2.7664128471123997,Hue,12,Random,yes,9,6,Periphery,0.38861046613488653
6,Hue_12_Random,6162.0,3.7897216939809217,Hue,12,Random,yes,13,7,Periphery,0.3403108595551982
6,Hue_12_Random,622.0,2.7937903846908188,Hue,12,Random,yes,6,3,Center,0.21501115607538432
6,Hue_12_Random,566.0,2.7528164311882715,Hue,12,Random,yes,16,8,Periphery,0.5256914466974465
6,Hue_12_Random,670.0,2.8260748027008264,Hue,12,Random,yes,4,3,Center,0.16077910786798064
